Breakfast,Lunch,Dinner,Combined Ingredients,Total Energy (Kcal),Total Protein (g),Total Fat (g),Total Carbohydrates (g),Total Magnesium (mg),Total Sodium (mg),Total Potassium (mg),Total Saturated Fatty Acids (mg),Total Monounsaturated Fatty Acids (mg),Total Polyunsaturated Fatty Acids (mg),Total Free Sugar (g),Total Starch (g)
String Hoppers with Coconut Sambol,"Red Rice with Chicken Curry, Bathala Curry, Polos Mallum, Kappa Masala","Red Rice with Bitter Gourd Curry, Spinach Curry, potatoe cheese Balls"," oil, cheese, Jackfruit, Chicken, Coconut,  Chili,  pepper, Bitter gourd,  Coconut milk,  Spices, curry leaves, Red rice, Cassava, Spinach, Sweet potato,  Potatoes,  Onion, Rice flour",2007.35,61.519000000000005,177.22050000000002,191.7415,662.3589999999999,669.0084999999999,3771.8320000000003,73233.6085,15758.684000000001,4804.6495,19.9175,138.6665
"Red Rice with Chicken Curry, Octopus Curry, Ulundu Wade","Red Rice with Ala Badun, Murunga Curry, Papaya Curry, Collard Greens Curry, Vegetable Cutlets",Kurakkan Roti with Malu Mirisata,"Potato, chilli,  Chili, Drumstick, Octopus, Carrot, onion,  Chillies,  Potatoes, Collard greens,  flour, Fish,  curry leaves, Chicken,  Oil,  Coconut milk, Millet,  Spices, Red rice, Urad,  Flour, Papaya",2012.7999999999997,67.912,128.468,175.64800000000002,629.008,217.904,3357.6,19465.804,11265.312,4119.32,10.535999999999998,127.06799999999998
"Red Rice with Beetroot Curry, Mint Sambol, Coconut Sambol, Chickpea Salad","Red Rice with Brinjal Moju, Green Gram Curry, Pineapple Curry, Lotus Root Curry","Red Rice with Gotu Kola Sambol, Bitter Gourd Salad, Dhal Vade, Polos Mallum, Tropical Salad","Chickpeas,  Chili,  pepper,  Pineapple,  Apple,  Coconut, Mango, Bitter gourd, curry leaves,  Chillies, Eggplant, Lentils, Gotu Kola, Beetroot, Mint,  chillie,  Onion, Lotus root,  Vinegar, Jackfruit,  Oil,  Carrot,  Cucumber,  Coconut milk,  Cabbage,  Spices, Green gram, Red rice, Pineapple",2013.6,67.092,138.11599999999999,229.216,794.1479999999999,218.164,5450.799999999999,54168.308,14068.308,5653.94,36.152,141.132
"Red Rice with Chicken Curry, Cuttlefish Curry, Mango Curry, Mustard Greens Curry, Polos Mallum","Red Rice with Drumstick Curry, Tomato Curry, Kohila Curry, Ginger Chicken",Pol Roti with Fish Ambul Thiyal,"Cuttlefish, Mango, Jackfruit, Chicken,  oil, Kohila, Coconut, Fish,  Coconut milk, Drumstick, Mustard greens,  Spices,  Chillies, Red rice, Tomato,  Ginger,  Flour,  Goraka",2015.8,57.319,181.846,133.744,766.3499999999999,184.726,4225.9,50727.826,17372.844,5955.928,21.203,95.72
"Red Rice with Green Banana Curry, Sesame Seed Sambol, Mustard Greens Curry","Red Rice with Green Pea Curry, Dhal Vade, Kiri Hodi, Tropical Salad, Polos Ambula","Red Rice with Chicken Curry, Octopus Curry, Ulundu Wade","Mustard greens,  Pineapple,  Apple, Green pea, Mango, Octopus, Green banana,  Chillies, Lentils,  flour,  curry leaves,  Onion, Coconut milk, Jackfruit, Chicken,  Oil,  Carrot,  Cucumber,  Coconut milk,  Spices, Red rice, Sesame seed, Urad",2016.8,80.46000000000001,127.832,209.18800000000002,526.196,198.168,3558.8,36615.224,8523.292,4218.14,19.644,139.928
Coconut Roti with Chicken Curry,"Red Rice with Drumstick Curry, Cuttlefish Curry, Beetroot curry, Simmered Fish Roe, Ginger Chicken","Red Rice with Chickpea Curry, Sweet Corn Curry, Sinhala Achcharu"," chillies, Drumstick,  Ginger, Cuttlefish, Carrot, Coconut,  onion, curry leaves,  Chillies,  flour, Fish, Chickpea, Beetroot, Sweet corn,  Vinegar, Chicken,  Oil,  Coconut milk,  Spices, Red rice,  Flour",2020.4,94.9,150.80399999999997,174.648,732.952,4480.8640000000005,4255.568,56886.192,17245.824,6443.632,18.288,131.312
"Red Rice with Murunga Curry, Green Banana Curry, Prawn Curry",Chicken Fried Rice with Chicken Curry,Kottu Roti with Devilled Chicken,"Rice, Drumstick, Chilli Powder, Green banana,  onion, carrot,  Chillies, curry leaves, leeks,  Chicken, Prawn, Spices, Roti, Onion, Coconut Oil,  Coconut milk,  Spices,  Curry leaves, Red rice,  carrot",2020.5,91.785,136.38,189.108,1093.58,333.68899999999996,5734.076,47379.904,20816.686,7253.8640000000005,18.348,154.82299999999998
"Red Rice with Cuttlefish Curry, Thalapath Fish Curry, Kohila Curry, Polos Ambula","Red Rice with Beetroot Curry, Mint Sambol, Coconut Sambol, Chickpea Salad","Red Rice with Fenugreek Curry, Mint Sambol, Tender Jackfruit Fry","Kohila, Fenugreek, Chickpeas,  Chili,  pepper,  Coconut, Cuttlefish,  Chillies, curry leaves, Thalapath fish, Beetroot,  curry leaves, Mint,  Onion, Jackfruit,  Oil,  Carrot,  Coconut milk,  Cabbage,  Spices, Red rice",2022.0000000000002,85.31200000000001,117.132,219.728,897.108,218.768,5626.0,37747.108,13202.312000000002,6910.592,16.116,132.704
"Red Rice with Chicken Curry, Carrot Curry, Bitter Gourd Curry, Pineapple Curry","Red Rice with Carrot Curry, Pumpkin Leaves Curry, Dry Fish Curry, Polos Mallum","Red Rice with Dhal Curry, Malu Mirisata, Bitter Gourd Salad, Green Gram Curry, Tropical Salad"," Chili,  Pineapple,  Apple, Dry fish, Termeric powder, Carrot, Mango, Dhal, Bitter gourd,  Chillies,  oil, Fish,  curry leaves, Pumpkin leaves,  Onion, Jackfruit, Chicken,  Carrot,  Cucumber,  Coconut milk,  Spices, Green gram, Red rice, Pineapple",2022.4,80.684,148.656,193.612,917.472,250.02800000000002,5883.599999999999,55666.988,18878.868,6862.028,33.756,139.02800000000002
Coconut Roti with Lunu Miris,"Red Rice with Carrot Curry, Pumpkin Leaves Curry, Vegetable Cutlets, Carrot curry, Polos Ambula","Fish Biryani with Chicken Curry, Devilled Chicken, Devilled Fish, Chickpea Salad","Chickpeas,  Chili, Rice,  Fish, Carrot, Coconut, onion,  Chillies, curry leaves,  Potatoes,  Flour, Pumpkin leaves, Onion, Lime, Jackfruit, Chicken,  Carrot,  Coconut milk,  Cabbage,  Spices, Red rice,  Salt",2023.0,95.494,150.52100000000002,221.341,1172.72,259.928,6386.076,77127.12,23069.039,8052.317,29.326,147.739
"Red Rice with Octopus Curry, Gotu Kola Sambol, Sinhala Achcharu","Red Rice with Beetroot Curry, Mint Sambol, Coconut Sambol, Chickpea Salad","Red Rice with Green Gram Curry, Carrot Sambol, Mango Chutney, Devilled Beef"," chillies, Chickpeas,  Chili,  pepper,  sugar,  Coconut, Octopus, Carrot, Mango,  Chillies, curry leaves, Gotu Kola, Beef, Beetroot, Mint,  Onion,  Vinegar,  Oil,  Carrot,  Coconut milk,  Cabbage,  Spices, Green gram, Red rice",2024.0,69.144,140.532,222.628,738.928,315.716,4604.8,55242.568,15309.828,5580.396,62.508,115.404
"Red Rice with Gotu Kola Sambol, Bathala Curry, Drumstick Curry, Fish Patties","Red Rice with Chicken Curry, Seeni Sambol, Kiri Hodi, Maalu Badun",Kurakkan Roti with Fish Curry,"Fish, Chicken,  Oil,  chillii,  Sugar, Drumstick,  Coconut milk, Millet,  Spices, curry leaves, Red rice, Sweet potato,  Onion, Onion,  Coconut,  Flour, Gotu Kola",2030.0,81.88,145.832,201.61200000000002,940.1519999999999,202.14000000000001,4746.8,54642.67199999999,18609.472,6009.496,55.512,133.39600000000002
"Red Rice with Potato Curry, Papaya Curry, Cashew Curry, Beef Curry, Murukku","Red Rice with Bean Curry, Coconut Sambol, Beetroot curry","Red Rice with Devilled Fish, Potato Curry, Octopus Curry, Beef Curry","Potato,  chillies,  Chili, Turmeric Powder, Beans, Octopus, curry leaves,  Chillies, flour, Fish, Beef, Beetroot,  Onion, Onion, Cashew,  Coconut milk,  Spices,  Curry leaves, Red rice, Papaya",2041.2,79.94800000000001,166.57999999999998,157.72,1105.604,276.368,5451.6,59810.96399999999,31964.06,9596.423999999999,18.448,122.86
"Red Rice with Beetroot Curry, Spinach Curry, Cucumber Sambol, Pineapple Pickle, Devilled Beef","Red Rice with Thalapath Fish Curry, Carrot curry, Pineapple Pickle",Chicken Kottu with Chicken Curry," chillies, Cucumber,  pepper, Carrot,  leeks, curry leaves,  Chicken, Thalapath fish, Beef, Beetroot, Spinach, Chicken,  Oil,  Carrot,  Coconut milk,  Spices, Red rice,  Chilli, Flour, Pineapple",2041.3000000000002,83.28899999999999,175.47899999999998,163.673,970.964,250.212,5334.7,69159.242,24383.5,7151.299999999999,25.905,123.364
"Red Rice with Drumstick Curry, Jaffna Crab Curry, Coconut Sambol","Red Rice with Bathala Curry, Bitter Gourd Salad, Devilled Beef, Indian Fish Curry",Vegetable Kottu with Chicken Curry," chillies,  Chili, Drumstick, Sweet potato,  leeks, Bitter gourd,  Chillies, curry leaves, Fish, Beef, Crab,  Onion, Chicken,  Oil,  Carrot,  Coconut milk,  Spices, Red rice,  Chilli, Flour",2044.1,84.97299999999998,175.227,162.801,948.1719999999999,320.716,5084.3,69340.442,24426.596,6856.5560000000005,18.301000000000002,129.98
Roast Bread with Fish Curry,"Red Rice with Sweet Corn Curry, Pumpkin Leaves Curry, Radish Sambol",Chicken Koththu with Ginger Chicken,"Fish,  Oil,  Carrot,  pepper,  onion,  Coconut milk,  Spices,  Chillies, Red rice, Sweet corn, Radish,  sugar,  Chicken,  Egg, Pumpkin leaves,  Ginger, Flour,  Coconut",2045.4,86.333,139.837,187.32,695.702,315.452,4725.0,44292.818,14287.206999999999,6365.303,15.661000000000001,149.858
"Red Rice with Prawn Curry, Kappa Masala, Indian Fish Curry",Egg Fried Rice with Wambatu Moju,"Red Rice with Brinjal Moju, Tomato Curry, Kochchi Sambol","Rice,  Coconut,  onion,  Chillies, curry leaves, leeks, Eggplant, Prawn, Fish,  Egg, Cassava, carrort, Green chili,  Vinegar,  Coconut milk,  Spices, Red rice, tomato sause, Tomato",2047.8,75.668,129.612,205.00199999999998,884.624,445.66200000000003,5069.0,41856.998,20076.365999999998,7727.098,16.464,154.53
"Red Rice with Murunga Curry, Kohila Curry, Dry Fish Curry",Egg Fried Rice with Wambatu Moju,"Red Rice with Dhal Curry, Beef Curry, Indian Fish Curry","Kohila, Rice, Drumstick, Dry fish, Termeric powder,  onion, Dhal,  Chillies, curry leaves, leeks, Eggplant, Fish, Beef,  Egg, carrort,  Vinegar,  Coconut milk,  Spices, Red rice, tomato sause",2049.0,104.096,83.912,236.50600000000003,1281.116,466.17800000000005,7501.0,27782.706,28839.042,10167.858,17.08,195.274
"Red Rice with Chicken Curry, Bathala Curry, Cabbage Mallung, Okra Curry, Tender Jackfruit Fry","Red Rice with Banana Blossom Curry, Carrot Curry, Sweet Corn Curry, Sesame Seed Sambol, Dry Fish Curry","Red Rice with Thalapath Fish Curry, Carrot curry, Pineapple Pickle"," chillies,  pepper, Sweet potato, Cabbage, Dry fish, Carrot, Banana blossom, curry leaves,  Chillies, Okra, Thalapath fish, Sweet corn,  Onion, Jackfruit, Chicken,  Oil,  Coconut milk,  Spices, Red rice, Sesame seed, Pineapple",2051.6,76.608,168.152,165.436,878.796,228.01999999999998,4893.2,55509.496,19098.872,6665.9039999999995,21.852,118.24800000000002
"Red Rice with Elumas Curry, Bean Curry, Fish Cutlets, Mango Chutney","Red Rice with Carrot curry, Seeni Sambol, Chickpea Salad","Red Rice with Cabbage Mallung, Pineapple Curry, Polos Mallum, Sinhala Achcharu, Ginger Chicken"," chillies, Chickpeas, Beans,  sugar, Cabbage,  Ginger,  Coconut, Mango, Carrot,  onion, curry leaves,  Chillies,  green chillies,  Potatoes, Fish,  oil, Goat, Onion,  Vinegar, Jackfruit, Chicken,  Sugar,  Coconut milk,  Cabbage,  Spices, Red rice, Pineapple",2052.0,62.260000000000005,141.328,236.40800000000002,768.092,192.636,4285.2,54854.164000000004,14589.276,5508.684,108.764,104.52
"Red Rice with Papaya Curry, Fish Curry, Ginger Chicken","Red Rice with Fenugreek Curry, Mint Sambol, Tender Jackfruit Fry",Kurakkan Roti with Lunu Miris,"Fenugreek,  Chili,  pepper,  Ginger, curry leaves,  Chillies, Fish,  Flour, Mint, Onion, Lime, Jackfruit, Chicken,  Oil,  Coconut milk, Millet,  Spices, Red rice,  Salt, Papaya",2052.8,71.688,124.832,187.90800000000002,637.888,116.53200000000001,3857.2000000000003,19661.428,7457.008000000001,5005.204000000001,10.847999999999999,137.464
"Red Rice with Chicken Curry, Bitter Gourd Salad, Pineapple Curry, Ash Plantain Curry","Red Rice with Bitter Gourd Curry, Snake Gourd Curry, Sweet Corn Curry, Maalu Badun, Jackfruit Mallum","Red Rice with Carrot Curry, Pumpkin Leaves Curry, Vegetable Cutlets, Carrot curry, Polos Ambula","Fish, Carrot, Jackfruit, Chicken,  Oil, Bitter gourd,  Coconut milk, Ash plantain,  Spices,  Chillies, Red rice, Sweet corn, curry leaves,  Potatoes, Pumpkin leaves,  Onion, Pineapple, Snake gourd",2053.6,61.732,185.87600000000003,139.06,786.076,144.26,4433.6,54600.183999999994,18689.52,5950.092,18.740000000000002,103.176
"Red Rice with Leeks Curry, Pumpkin Leaves Curry, Prawn Curry, Beef Curry","Red Rice with Prawn Curry, Kappa Masala, Indian Fish Curry",Vegetable Fried Rice with Cashew Curry,"Fish, Leeks, Rice,  Coconut milk, onion, carrot, Beef,  Spices,  Chillies, Red rice, Cassava, leeks, curry leaves, Pumpkin leaves, Cashew,  Coconut, Prawn",2056.2,93.91,100.04599999999999,224.17,1140.19,379.62,5350.4,29747.96,43037.45,13427.390000000001,15.52,175.766
Coconut Roti with Malu Mirisata,"Red Rice with Pineapple Curry, Chickpea Curry, Green Pea Curry, Tapioca Chips, Devilled Beef",Chicken Kottu with Ginger Chicken," Chili,  Ginger, Green pea,  leeks, Coconut,  Chillies,  Chicken, Fish, Chickpea, Tapioca,  Flour, Beef,  curry leaves, Chicken,  Oil,  Carrot,  Coconut milk,  Spices, Red rice,  Chilli,  Salt, Flour, Pineapple",2059.6,75.144,145.967,171.915,508.08799999999997,117.047,3386.976,33375.977999999996,9356.117,4022.456,15.813,134.82
"Red Rice with Bottle Gourd Curry, Fish Patties, Ginger Chicken, Garlic curry, Sprats Fry","Red Rice with Brinjal Moju, Dhal Vade, Sprats Fry","Red Rice with Cabbage Mallung, Sweet Corn Curry, Fenugreek Curry","Fenugreek, Bottle gourd, Garlic, Cabbage, Dried fish,  Ginger,  Coconut,  Chillies, Eggplant, Lentils, Fish, Sweet corn,  chillie,  Vinegar, Chicken,  Oil,  Coconut milk,  curry leaves ,  Spices, Red rice,  Flour",2062.0,81.904,151.50400000000002,158.136,575.96,154.55200000000002,3784.7999999999997,37800.296,9482.592,5895.176,12.26,125.756
Pol Roti with Malu Mirisata,"Red Rice with Dhal Curry, Pol Sambol, Beetroot Curry, Cucumber Sambol, Seeni Sambol","Red Rice with Potato Curry, Lotus Root Curry, Okra Curry, Dhal Vade","Potato,  Chili, Cucumber,  pepper, Turmeric Powder, Garlic, Termeric powder, Coconut, Dhal, curry leaves,  Chillies, Lentils, Fish, Okra, Beetroot,  curry leaves,  Onion, Lotus root, Lime,  Oil,  Sugar,  Coconut milk,  Spices, Red rice,  Flour",2064.0,72.381,130.94,242.85000000000002,928.899,164.815,6029.6,50080.378,13470.034,5988.8240000000005,59.32,161.586
"Red Rice with Murunga Curry, Tomato Curry, Seer Fish Curry, Simmered Fish Roe","Red Rice with Chicken Curry, Pol Sambol, Devilled Fish","Red Rice with Sweet Corn Curry, Pumpkin Leaves Curry, Radish Sambol"," Chili,  pepper, Drumstick, Radish, Garlic,  Coconut,  Chillies,  flour, Fish, Sweet corn, Pumpkin leaves,  Onion, Seer fish, Lime, Chicken,  Oil,  Coconut milk,  Spices,  Curry leaves, Red rice, Tomato",2064.4,97.07600000000001,149.484,187.784,784.732,4440.128,5104.4,57670.804000000004,17578.488,7225.2080000000005,17.332,150.2
"Red Rice with Chicken Curry, Carrot Curry, Tropical Salad",Seafood Fried Rice with Vegetable Cutlets,"Red Rice with Carrot Curry, Green Pea Curry, Egg Curry, Beef Curry, Kappa Masala","Rice,  Oninon,  Pineapple,  Apple, Green pea, Carrot, Mango, curry leaves,  Chillies,  Potatoes, Spices, Beef, Egg, Cassava, shrimp, Chicken,  Cucumber,  Coconut milk,  Spices, Red rice, crab",2071.2,119.76,100.798,231.91200000000003,1224.978,638.138,6287.0,41108.986000000004,26938.756,8540.222,30.42,173.30399999999997
"Red Rice with Ash Plantain Curry, Jaffna Crab Curry, Capsicum Curry","Red Rice with Fish Ambul Thiyal, Mango Curry, Ash Plantain Curry, Seer Fish Curry, Chickpea Salad",Vegetable Kottu with Devilled Chicken,"Chickpeas,  Chili,  Goraka, Mango,  leeks,  Chillies, Fish, Ash plantain, Crab, Onion, Seer fish, Chicken,  Carrot,  Coconut milk,  Cabbage,  Spices,  Curry leaves, Red rice,  Chilli, Flour",2071.3,70.976,155.373,165.428,734.9000000000001,324.521,4230.9,38514.069,9250.471,5994.728999999999,17.371000000000002,123.036
"Red Rice with Ala Badun, Fish Patties, Cauliflower Pickle","Red Rice with Brinjal Moju, Ala Badun, Cauliflower Pickle","Red Rice with Chicken Curry, Octopus Curry, Ulundu Wade","Potato, Fish, Cauliflower,  Garlic,  Oil, chilli,  Vinegar, Chicken, Octopus, onion,  Coconut milk,  Spices,  Chillies, Red rice, Eggplant, Urad,  Flour,  flour",2071.6,70.524,134.99599999999998,170.876,683.324,218.308,3970.8,20014.256,15531.671999999999,4846.552,11.524000000000001,121.084
"Red Rice with Dry Fish Curry, Vegetable Cutlets, Fish Curry","Red Rice with Drumstick Curry, Tomato Curry, Kohila Curry, Ginger Chicken",Fish Kottu with Chicken Curry,"Kohila, Drumstick,  Fish,  Ginger, Dry fish, Carrot,  leeks,  Chillies, curry leaves,  Potatoes, Fish, Chicken,  Carrot,  Coconut milk,  Spices, Red rice,  Chilli, Tomato, Flour",2072.6,91.43700000000001,176.115,161.628,949.001,227.454,5380.0,68386.266,23456.506,7020.976000000001,18.957,126.092
"Red Rice with Dhal Curry, Carrot Curry, Radish Sambol, Seeni Sambol","Red Rice with Carrot Curry, Green Pea Curry, Egg Curry, Beef Curry, Kappa Masala","Red Rice with Bitter Gourd Curry, Bottle Gourd Curry, Seer Fish Curry, Prawn Curry, Indian Fish Curry"," chillii,  pepper, Radish, Bottle gourd, Green pea, Termeric powder, Carrot, Dhal, Bitter gourd,  Chillies, Prawn, Fish, Beef, Egg, Cassava, Onion, Seer fish,  Sugar,  Coconut milk,  Spices, Red rice",2076.8,99.084,116.34800000000001,262.18,995.404,373.60799999999995,6886.0,59231.384000000005,22480.756,8631.331999999999,57.016,168.14799999999997
"Red Rice with Ash Plantain Curry, Jaffna Crab Curry, Capsicum Curry","Red Rice with Brinjal Moju, Dhal Vade, Sprats Fry",Pol Roti with Chicken Curry," Vinegar, Chicken,  Oil, Coconut, Ash plantain,  Coconut milk,  Spices, Crab,  Chillies, Red rice, Eggplant, Dried fish,  chillie,  Flour, Lentils",2076.9,68.08099999999999,172.70299999999997,160.39299999999997,514.96,222.99600000000004,3301.8999999999996,49808.726,13077.276000000002,4523.544,12.341000000000001,133.83599999999998
"Red Rice with Pumpkin Leaves Curry, Cucumber Sambol, Beetroot curry, Sprats Fry","Red Rice with Chicken Curry, Malu Mirisata, Devilled Chicken, Cauliflower Pickle",Chicken Kottu with Ginger Chicken," Garlic, Cauliflower, Cucumber,  Chili,  pepper, Dried fish,  Ginger,  Coconut,  leeks,  Chillies, curry leaves,  Chicken, Fish, Beetroot,  curry leaves, Pumpkin leaves, Onion, Chicken,  Oil,  Carrot,  Coconut milk,  Spices, Red rice,  Chilli, Flour",2077.4,82.793,154.39000000000001,157.951,622.314,198.571,3978.0,37460.386,9252.103,4713.192,14.594,128.01299999999998
"Red Rice with Elumas Curry, Bean Curry, Fish Cutlets, Mango Chutney","Red Rice with Prawn Curry, Kappa Masala, Indian Fish Curry",Seafood Fried Rice with Devilled Chicken," Chili, Rice,  Oninon, Beans,  sugar,  Coconut, Mango, curry leaves,  Chillies,  Potatoes, Prawn, Fish, Spices, Goat, Cassava, Onion, shrimp,  Vinegar, Chicken,  Coconut milk,  Spices,  Curry leaves, Red rice, crab",2078.2,130.326,94.41999999999999,238.98999999999998,1151.2559999999999,599.562,5597.2,39895.12,20660.760000000002,7474.79,59.806,153.164
"Red Rice with Banana Blossom Curry, Carrot Curry, Sweet Corn Curry, Sesame Seed Sambol, Dry Fish Curry","Red Rice with Beetroot Curry, Devilled Fish, Ulundu Wade",Pol Roti with Fish Curry," Chili, Dry fish, Carrot, Banana blossom, Coconut,  Chillies, curry leaves,  flour, Fish, Beetroot, Sweet corn,  Onion, Onion,  Oil,  Coconut milk,  Spices, Red rice, Sesame seed, Urad,  Flour",2078.4,101.088,155.88,210.224,1132.4160000000002,256.288,5666.0,72207.208,23977.564,7446.368,21.016,139.36
"Red Rice with Devilled Chicken, Okra Curry, Carrot Sambol, Tropical Salad","Red Rice with Green Pea Curry, Dhal Vade, Kiri Hodi, Tropical Salad, Polos Ambula",Fish Kottu with Chicken Curry," Chili,  pepper,  Pineapple,  Apple, Green pea,  Fish, Carrot, Mango,  leeks,  Chillies, Lentils, Okra,  curry leaves, Onion, Coconut milk, Jackfruit, Chicken,  Oil,  Carrot,  Cucumber,  Coconut milk,  Spices,  Curry leaves, Red rice,  Chilli, Flour",2084.6,87.38499999999999,138.055,216.328,824.769,194.50600000000003,5314.799999999999,50325.174,13346.741999999998,5864.888000000001,33.833,161.15999999999997
"Red Rice with Beetroot Curry, Snake Gourd Curry, Devilled Beef, Indian Fish Curry","Red Rice with Chicken Curry, Elumas Curry, Pineapple Curry, Dry Fish Curry, Gotu Kola Sambol","Red Rice with Bathala Curry, Ulundu Wade, Coconut Sambol, Sinhala Achcharu, Ginger Chicken"," chillies,  Chili, Sweet potato,  Ginger, Dry fish, Carrot, curry leaves,  Chillies,  green chillies,  flour, Gotu Kola, Snake gourd, Fish, Goat, Beef, Beetroot,  Onion,  Vinegar, Chicken,  Oil,  Coconut milk,  Spices, Red rice, Urad, Pineapple",2086.0,99.38,155.42000000000002,172.792,1021.6360000000001,303.612,5374.4,57285.84,20707.275999999998,6864.7880000000005,21.772000000000002,114.252
